"","city","QACEDELTA1","EMRD","GYRA","FOSA","PARE","NFSA","ARNT","ACRD","LPTD","TOLC","OMPR","PARC","SOXR","KPNE","GYRB","FLOR","EMRE","ACRB","KDEA","GALE","UHPT","EPTB","SUGE","ACRA","RPSL","EMRR","PATA","OMPK36","BACA","EMRA","RAMA","EMRB","QACL","FABI","BAER","ERMB","SILB","SILC","RPOS","KPNF","GLPT","QACE","PHOQ","AMPH","OMPA","CRP","SILA","PMRF"
"gCSD16_DEN_1","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_10","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_11","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_12","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_13","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_14","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_15","DEN",0,0,0,1.09353379071356e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09353379071356e-06,0,0,0,0,0,0,0,0,3.46285700392628e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_16","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_17","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_18","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_19","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_2","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_21","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_22","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_4","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_5","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_6","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_7","DEN",0,0,0,2.13271946400115e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22754929467057e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_8","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_DEN_9","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_1","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65283759176605e-07,0,0,0,0,0,0,0,0,1.0329633100682e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_10","NYC",0,0,0,0,1.43731446824121e-07,0,3.44480327099133e-07,0,0,0,4.0030989735313e-07,0,0,0,3.4685605349292e-07,0,1.47295036414802e-07,0,0,0,1.21162046083143e-07,0,0,0,6.94899970182733e-07,3.68237591037004e-08,2.37572639378712e-07,0,0,0,2.13815375440841e-08,0,0,1.71052300352673e-07,0,1.49670762808589e-07,1.22349909280037e-07,0,5.9393159844678e-08,0,1.71052300352673e-07,0,0,0,2.98153662420284e-07,6.88960654198265e-08,3.504196430836e-07,0
"gCSD16_NYC_11","NYC",0,2.46067203680727e-06,0,2.25405072073948e-08,0,0,0,5.4848567537994e-06,8.24231213550403e-06,2.25405072073948e-07,0,2.30664523755673e-06,0,0,2.06508613531749e-05,0,0,6.10847745320399e-06,7.03263824870718e-06,0,0,1.00342824584919e-05,0,0,2.7424283768997e-07,2.99037395618104e-06,0,5.43977573938461e-06,3.20075202345006e-06,0,1.73937580617063e-06,5.70650507467212e-06,0,0,2.28410473034934e-06,0,1.57745982939751e-05,5.88682913233128e-06,9.30922947665405e-06,0,6.17985572602741e-06,0,0,6.71331439660242e-06,1.08682812251655e-05,8.77952755728027e-06,3.63803786327352e-05,0
"gCSD16_NYC_12","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72289380539525e-07,0,0,0,1.32587914589113e-06,0,3.72045184063612e-07,0,0,0,0,0,0,2.77161177389671e-07,0,1.72289380539525e-07,5.89279620396056e-07,0,0,0,0,0,0,0,0,8.7393164041788e-08,4.09499397224378e-07,0
"gCSD16_NYC_13","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74516679925747e-06,0,0,0,0,0,0,0,0,0,5.2490074271303e-07,1.12853659683301e-07,0,0,0,0,0,0,0,8.660862254765e-08,0,0,2.76097790667054e-06,1.66655985811387e-06,1.11541407826519e-06,0,1.30962735306901e-06,0,0,0,1.50908963529996e-06,1.27550880479266e-06,7.73178794016293e-06,0
"gCSD16_NYC_14","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27177330594178e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87397592448683e-08,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_15","NYC",0,0,0,0,0,0,0,0,0,0,0,1.38412589821802e-05,0,0,5.98664441325829e-06,0,0,1.07394002833259e-06,0,0,0,0,0,0,3.82733946267467e-07,3.42746817552956e-07,0,0,5.48394908084729e-07,0,2.51347666205501e-07,7.48330551657287e-07,0,0,0,0,2.86193592656718e-06,8.85429278678469e-07,1.27387567190515e-06,0,9.5397864218906e-07,0,0,1.22817609623142e-06,1.36527482325261e-06,1.40526195196712e-06,7.30621966083717e-06,0
"gCSD16_NYC_16","NYC",0,0,0,3.96048064096023e-08,0,0,0,0,0,0,4.93822429919728e-07,0,0,0,4.30702269704425e-07,0,2.09162883850712e-07,0,0,0,0,0,0,0,4.69069425913727e-07,5.07436582123029e-08,1.58419225638409e-07,0,0,0,0,0,0,9.40614152228054e-08,0,0,1.20052069429107e-07,0,8.29225634201047e-08,0,1.7945927904351e-07,9.90120160240057e-09,0,1.8193457944411e-07,0,5.3218958612903e-08,3.27977303079519e-07,0
"gCSD16_NYC_17","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23967144731949e-07,0,0,0,0,5.34608311656532e-07,0,1.37526051187006e-07,0,0,0,0,0,0,1.14282211549766e-07,0,0,9.87863184582722e-08,0,0,0,0,0,0,0,2.69241142464703e-07,6.58575456388482e-08,3.27350741557804e-07,0
"gCSD16_NYC_18","NYC",0,0,0,6.86680743299758e-08,0,0,0,0,0,0,0,1.29197710220843e-06,3.458836336621e-07,0,3.06971724875114e-06,0,3.68772991772092e-07,1.24619838598845e-07,0,0,0,0,0,0,3.76402777808756e-07,8.13843843910824e-08,2.4923967719769e-07,0,2.31436843112141e-07,0,0,1.04273742501074e-07,0,3.94205611894305e-07,0,0,3.12821227503223e-07,1.06817004513296e-07,1.16990052562181e-07,0,2.06004222989927e-07,0,1.14955442952404e-06,0,2.56869463234354e-07,4.14551707992076e-07,5.67147428725356e-07,0
"gCSD16_NYC_19","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53314455858139e-07,0,2.8064916765737e-07,0,0,0,0,0,0,1.67929419991705e-07,0,0,0,0,0,0,0,0,0,0,0,5.060886629887e-08,0,0
"gCSD16_NYC_2","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51460443349902e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_20","NYC",0,0,0,0,0,0,0,0,0,0,0,5.79952904258705e-07,0,0,1.58640813888665e-06,0,0,0,3.15927652125365e-07,0,0,0,0,0,4.58095095581779e-07,0,0,0,0,0,0,0,0,7.67252869447314e-08,0,0,0,0,1.19601182590317e-07,0,0,0,0,0,2.59511999960121e-07,3.5429029559773e-07,3.81369808637047e-07,0
"gCSD16_NYC_21","NYC",0,0,0,0,0,0,0,0,0,0,0,1.39425958046017e-06,0,0,2.22641450940053e-06,0,0,1.74032401004354e-07,3.46064429583371e-07,0,0,0,0,0,3.34062195031347e-07,1.36025324922943e-07,0,0,1.48027559474968e-07,0,0,1.28023835221594e-07,0,4.38081561148892e-07,0,0,4.04075229918156e-07,1.10020483393557e-07,2.56047670443188e-07,0,3.1605884320331e-07,0,0,1.98036870108403e-07,4.40081933574229e-07,6.04112472451896e-07,7.42138169800177e-07,0
"gCSD16_NYC_22","NYC",0,0,0,0,1.01248546770907e-07,0,0,0,2.32555255864427e-07,0,0,0,0,0,4.23978289603174e-07,0,0,9.333850405443e-08,2.67359443816927e-07,0,0,0,0,0,4.1132222125681e-07,0,2.0407910208511e-07,0,0,0,3.95502135823856e-08,0,0,6.96083759049987e-08,0,1.36052734723406e-07,1.6927491413261e-07,0,6.48623502751124e-08,0,0,0,0,1.36052734723406e-07,2.68941452360222e-07,8.54284613379529e-08,4.08158204170219e-07,0
"gCSD16_NYC_23","NYC",0,0,0,2.96650218685164e-08,0,0,0,0,0,0,0,1.06608672339981e-06,0,0,1.86518824998297e-06,0,0,0,0,0,0,0,0,0,3.5783432628898e-07,9.82653849394607e-08,3.30023368287245e-07,0,0,0,0,0,0,7.9724746271638e-08,0,0,3.91207475891061e-07,1.01973512673025e-07,1.76136067344316e-07,0,0,0,0,0,0,5.06159435631562e-07,9.93778232595301e-07,0
"gCSD16_NYC_24","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59460240500346e-06,0,0,0,0,0,0,0,0,0,4.05245582875679e-07,0,0,0,0,0,0,0,0,1.70103084170038e-07,0,0,9.20557867273146e-07,0,1.74605812868657e-06,0,0,0,0,0,1.56594898074182e-06,2.20633706232314e-06,2.8317160482424e-06,0
"gCSD16_NYC_25","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21293524495406e-07,0,0,0,0,0,0,0,0,0,6.57481450788611e-07,0,1.80860593259003e-07,0,0,0,0,0,0,9.36219541576016e-08,0,0,2.44693743821004e-07,0,6.59609222474011e-08,0,0,0,0,0,3.00015807641405e-07,6.17053788766011e-08,3.68104501574206e-07,0
"gCSD16_NYC_26","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00145572491784e-06,0,0,2.39268805182683e-07,0,0,0,0,0,0,6.71496324222368e-07,0,0,2.14184172381272e-07,9.84089440670711e-08,0,7.52538984042309e-08,1.98747475272712e-07,0,1.08056879759921e-07,0,0,4.45734629009675e-07,1.89099539579862e-07,3.06804355032634e-07,0,0,0,0,0,4.09072473376845e-07,2.60494263706953e-07,1.1905552644977e-06,0
"gCSD16_NYC_3","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77755134597303e-07,0,0,0,0,0,0,0,0,2.38877567298651e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_4","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11242523326399e-07,0,0,0,0,0,0,0,0,0,3.45172248466672e-07,6.71168260907419e-08,0,0,0,0,0,0,0,6.95138555939826e-08,0,0,2.61276215853245e-07,0,1.00675239136113e-07,0,0,0,0,0,0,0,3.45172248466672e-07,0
"gCSD16_NYC_5","NYC",0,0,0,4.90426640771019e-08,2.22443512063998e-07,0,0,0,0,0,4.71159879883586e-07,0,1.01588375588283e-07,0,0,0,0,0,0,0,0,0,0,1.15600565324597e-07,7.02361010532781e-07,5.07941877941413e-08,3.36292553671556e-07,0,0,0,0,0,0,1.66394753118739e-07,0,0,2.27698083215116e-07,0,7.35639961156529e-08,0,0,0,0,0,3.39795601105635e-07,1.3486732621203e-07,4.36129405542799e-07,0
"gCSD16_NYC_6","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69010791427925e-07,0,0,0,0,0,0,0,0,1.42286699598242e-07,0,0,1.75635144816579e-07,0,3.55716748995604e-08,0,0,0,0,0,0,9.3375646611346e-08,0,0
"gCSD16_NYC_7","NYC",2.12525602911081e-08,8.01801138255444e-07,7.99869087319888e-07,4.25051205822163e-08,0,0,0,1.44903820166646e-06,3.37336093347953e-06,0,0,1.11092928794429e-06,0,0,6.14392197506581e-06,1.25583310811094e-07,0,1.1495703066554e-06,2.85750333368627e-06,0,0,0,0,0,3.94138390853278e-07,1.8451086434553e-06,2.06729450104416e-07,2.33005342827967e-06,5.7768322973103e-07,7.97937036384333e-07,1.17661901975317e-06,1.76975865696864e-06,0,1.6808843139331e-07,0,0,9.58297264035422e-07,3.82546085239947e-07,4.22732744699496e-06,2.55030723493298e-07,3.92399545011279e-06,0,0,3.12992251559956e-06,4.49974662890826e-06,2.71453156445518e-06,2.69521105509962e-06,3.32312760915509e-07
"gCSD16_NYC_8","NYC",0,0,0,2.79095665059983e-08,0,4.84745102472603e-08,0,0,0,0,0,0,0,0,4.12767799378186e-07,0,0,0,0,0,0,0,0,0,5.05310046213865e-07,0,1.65988474483043e-07,0,0,0,0,0,0,7.63840767532586e-08,0,0,1.43954606188834e-07,0,5.7288057564944e-08,0,1.79208795459568e-07,0,0,0,2.36496853024512e-07,7.19773030944168e-08,3.12880929777771e-07,0
"gCSD16_NYC_9","NYC",0,0,0,3.14268292336561e-08,0,0,0,0,0,0,4.34737804398909e-07,0,0,0,4.38666158053116e-07,0,0,0,0,0,0,0,0,4.97591462866222e-08,5.38184450626361e-07,0,1.32254573024969e-07,0,0,0,0,0,0,8.77332316106233e-08,0,0,0,0,5.10685975046912e-08,0,0,0,0,0,0,3.92835365420701e-08,0,0
"gCSD16_SAC_1","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00743457020315e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_10","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60658006987475e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_11","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60386404764913e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_12","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77704463871843e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
